pushl, 944
movl, 1281
popl, 50
subl, 578
xorl, 41
leal, 203
call, 372
addl, 507
je, 55
cmpl, 52
jg, 20
jmp, 47
jle, 2
jne, 12
jge, 2
andl, 1
movb, 4
testb, 23
cmpb, 3
ret, 21
sete, 6
setl, 1
testl, 6
setne, 1
movzbl, 1
setb, 2
sall, 2
