pushl, 15
movl, 111
subl, 19
cmpl, 6
jge, 3
leal, 15
addl, 26
jle, 2
jmp, 6
xorl, 4
sall, 6
divl, 1
imull, 4
shrl, 1
idivl, 4
sarl, 6
jg, 1
js, 1
je, 2
call, 5
popl, 3
testl, 1
andl, 1
