pushl, 41
movl, 23
flds, 25
popl, 3
fstps, 29
subl, 21
xorl, 4
leal, 15
call, 22
addl, 20
cmpl, 3
jne, 3
fadds, 4
fsubs, 4
jmp, 2
fildl, 3
fucomi, 1
setnp, 1
fucomip, 1
fstp, 1
cmovne, 1
testb, 1
je, 3
fstpl, 2
imull, 1
fdivrl, 1
fmuls, 1
andl, 1
