pushl, 19
movl, 108
subl, 16
xorl, 4
addl, 27
sall, 4
leal, 16
divl, 2
imull, 2
shrl, 3
jmp, 6
cmpl, 8
jl, 5
jg, 1
jge, 2
je, 2
call, 6
sarl, 1
andl, 1
