pushl, 12
movl, 37
cmpl, 6
jge, 2
jmp, 4
popl, 1
subl, 7
fildl, 3
leal, 8
fstpl, 2
call, 6
addl, 10
fnstcw, 2
movzwl, 2
movb, 2
movw, 2
fldcw, 4
fistpl, 2
setl, 1
testb, 2
je, 3
faddp, 1
jl, 1
sete, 1
jne, 1
andl, 1
xorl, 2
