pushl, 19
movl, 108
subl, 16
cmpl, 8
jge, 2
shrl, 3
addl, 27
sarl, 1
call, 6
xorl, 4
sall, 4
leal, 16
divl, 2
imull, 2
jmp, 6
jl, 5
jg, 1
je, 2
andl, 1
