pushl, 17
movl, 104
subl, 13
leal, 14
addl, 24
cmpl, 5
jl, 1
jg, 1
call, 6
jmp, 2
xorl, 4
sall, 2
divl, 1
imull, 1
shrl, 1
js, 1
jle, 1
jge, 1
je, 2
andl, 1
