pushl, 244
movl, 372
popl, 28
subl, 146
xorl, 10
cmpl, 19
jge, 4
leal, 50
addl, 135
jle, 1
jmp, 11
imull, 5
mull, 2
sall, 11
divl, 1
shrl, 1
je, 17
call, 101
testb, 3
andl, 1
ret, 2
setne, 1
sarl, 6
testl, 1
setb, 2
ja, 1
jnb, 2
movb, 3
negl, 2
